,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
CTSL.1,3.71E-48,1.670950368,0.693,0.311,6.30E-44,3,CTSL
ADM,2.07E-38,1.729816354,0.467,0.127,3.52E-34,3,ADM
MS4A6A,5.30E-37,-1.661127303,0.317,0.624,8.99E-33,3,MS4A6A
C15orf48,2.32E-35,1.620075332,0.657,0.358,3.94E-31,3,C15orf48
HLA-DQB1.1,4.37E-35,-1.805807185,0.413,0.664,7.42E-31,3,HLA-DQB1
NUPR1.1,9.44E-35,2.169208663,0.46,0.19,1.60E-30,3,NUPR1
CCL7,5.79E-33,2.356577623,0.217,0.018,9.82E-29,3,CCL7
GPNMB.1,9.42E-33,0.91167103,0.697,0.322,1.60E-28,3,GPNMB
CD63.1,1.69E-32,0.895847975,0.877,0.76,2.87E-28,3,CD63
HLA-DRB1.1,3.06E-32,-1.381784204,0.643,0.782,5.19E-28,3,HLA-DRB1
MARCO,6.50E-31,1.516024938,0.367,0.087,1.10E-26,3,MARCO
CCL2,1.77E-30,2.304281265,0.447,0.2,3.01E-26,3,CCL2
ALDOA,2.96E-29,1.039049412,0.773,0.556,5.03E-25,3,ALDOA
APOC1.1,1.22E-28,0.939652301,0.83,0.564,2.07E-24,3,APOC1
S100A10,2.77E-28,0.934465358,0.923,0.815,4.69E-24,3,S100A10
LGALS3,9.81E-28,1.15772373,0.717,0.489,1.66E-23,3,LGALS3
LGALS1,1.26E-27,0.79885059,0.937,0.826,2.14E-23,3,LGALS1
ATP6V1F,9.70E-27,0.899869655,0.763,0.609,1.65E-22,3,ATP6V1F
HLA-DQA1.1,2.06E-26,-1.514785955,0.347,0.611,3.50E-22,3,HLA-DQA1
CTSB.1,5.35E-25,0.831916521,0.84,0.71,9.09E-21,3,CTSB
PLIN2,1.00E-24,1.487675785,0.54,0.313,1.70E-20,3,PLIN2
S100A8.1,3.03E-22,-0.466591232,0.613,0.32,5.15E-18,3,S100A8
PLAUR,3.14E-22,1.155497831,0.597,0.326,5.32E-18,3,PLAUR
GLUL,3.48E-22,0.959554623,0.817,0.656,5.90E-18,3,GLUL
GSTO1,3.57E-22,0.852973971,0.673,0.517,6.06E-18,3,GSTO1
MCEMP1,9.04E-22,1.130310236,0.25,0.053,1.53E-17,3,MCEMP1
IFI6,1.05E-20,1.272632189,0.58,0.385,1.78E-16,3,IFI6
HLA-DMA.1,3.00E-20,-1.045399724,0.48,0.658,5.08E-16,3,HLA-DMA
TIMP1,6.68E-20,1.163739302,0.803,0.663,1.13E-15,3,TIMP1
CD68,2.00E-19,0.910582757,0.64,0.43,3.39E-15,3,CD68
LDHA,2.64E-19,0.89866964,0.647,0.52,4.49E-15,3,LDHA
S100A9.1,9.65E-19,-0.531051479,0.66,0.382,1.64E-14,3,S100A9
RGS2,1.52E-18,-1.452003186,0.27,0.522,2.58E-14,3,RGS2
CELF2,1.61E-18,-1.238243338,0.2,0.454,2.73E-14,3,CELF2
FABP5.1,1.69E-18,1.12705064,0.657,0.479,2.87E-14,3,FABP5
GCHFR,1.57E-17,1.050720368,0.3,0.101,2.67E-13,3,GCHFR
IFI30.1,1.76E-17,0.748453854,0.847,0.703,2.99E-13,3,IFI30
FCER1G,2.52E-17,0.615456881,0.917,0.794,4.28E-13,3,FCER1G
FBP1,2.74E-17,1.150211167,0.417,0.203,4.66E-13,3,FBP1
ISG15,3.06E-17,1.408796837,0.54,0.381,5.19E-13,3,ISG15
FGL2,3.36E-17,-1.197348794,0.167,0.4,5.70E-13,3,FGL2
HERPUD1.1,3.39E-17,-1.15346381,0.347,0.578,5.76E-13,3,HERPUD1
BCL2A1.1,7.59E-17,0.932909366,0.53,0.287,1.29E-12,3,BCL2A1
CCL3,8.78E-17,1.306967362,0.47,0.229,1.49E-12,3,CCL3
PLD4.1,2.41E-16,-1.041711446,0.013,0.165,4.09E-12,3,PLD4
FCER1A,3.65E-16,-1.82304234,0.003,0.135,6.20E-12,3,FCER1A
RGS1.1,5.46E-16,-1.017965867,0.5,0.711,9.27E-12,3,RGS1
SDC2,1.35E-15,0.973713535,0.25,0.11,2.29E-11,3,SDC2
JAML,2.26E-15,-1.217005724,0.07,0.245,3.83E-11,3,JAML
NOP10,4.62E-15,0.783678306,0.643,0.509,7.84E-11,3,NOP10
REL.1,5.16E-15,-1.078360786,0.357,0.583,8.76E-11,3,REL
CD1E,5.70E-15,-1.133862486,0,0.107,9.68E-11,3,CD1E
CXCL8,5.73E-15,1.291687556,0.47,0.255,9.73E-11,3,CXCL8
RNASE6,6.38E-15,-1.111166648,0.283,0.469,1.08E-10,3,RNASE6
VSIR.1,1.17E-14,-0.960592165,0.153,0.375,1.99E-10,3,VSIR
IL1RN,1.40E-14,1.245358874,0.237,0.071,2.37E-10,3,IL1RN
BIRC3,1.62E-14,-2.150060064,0.03,0.183,2.75E-10,3,BIRC3
LGALS2,1.66E-14,-1.240235613,0.033,0.189,2.81E-10,3,LGALS2
CEBPD,4.76E-14,-0.960135347,0.38,0.551,8.07E-10,3,CEBPD
CXCR4,6.22E-14,-1.067736029,0.487,0.663,1.06E-09,3,CXCR4
PABPC1,7.26E-14,-0.74063613,0.543,0.709,1.23E-09,3,PABPC1
HNRNPA1,9.85E-14,-0.617343631,0.65,0.775,1.67E-09,3,HNRNPA1
EMP3.1,1.02E-13,0.687175657,0.69,0.515,1.73E-09,3,EMP3
CD1C,1.55E-13,-1.221739486,0.003,0.115,2.64E-09,3,CD1C
CORO1A,1.75E-13,-0.87905178,0.257,0.484,2.97E-09,3,CORO1A
CSF2RA.1,1.82E-13,-1.062767165,0.093,0.258,3.10E-09,3,CSF2RA
SLC11A1.1,2.17E-13,0.74492425,0.48,0.254,3.68E-09,3,SLC11A1
LST1.1,3.06E-13,-0.859160044,0.487,0.673,5.19E-09,3,LST1
CPVL,3.15E-13,-1.094510286,0.153,0.328,5.34E-09,3,CPVL
AQP9,5.40E-13,0.58744673,0.21,0.063,9.16E-09,3,AQP9
SLC25A6,5.60E-13,-0.624305754,0.54,0.663,9.50E-09,3,SLC25A6
PPA1.1,5.66E-13,-1.084494749,0.23,0.409,9.61E-09,3,PPA1
CD9.1,6.49E-13,0.724746281,0.62,0.426,1.10E-08,3,CD9
FKBP5,6.82E-13,-0.835624551,0.237,0.461,1.16E-08,3,FKBP5
CCL17.1,8.81E-13,-3.899954506,0.013,0.121,1.49E-08,3,CCL17
ALOX5AP.1,1.09E-12,0.787148986,0.663,0.487,1.84E-08,3,ALOX5AP
CLEC10A.1,1.17E-12,-1.21185901,0.06,0.199,1.99E-08,3,CLEC10A
RNASE1,1.34E-12,1.567946391,0.31,0.156,2.28E-08,3,RNASE1
LUC7L3,1.41E-12,-0.983006365,0.147,0.34,2.40E-08,3,LUC7L3
ANXA5,2.23E-12,0.554960158,0.683,0.582,3.78E-08,3,ANXA5
ZFP36L2,2.39E-12,-1.033622736,0.33,0.519,4.06E-08,3,ZFP36L2
ERO1A,2.43E-12,0.914030291,0.277,0.128,4.13E-08,3,ERO1A
APOE.1,3.23E-12,0.456766088,0.763,0.57,5.48E-08,3,APOE
ANKRD44,3.24E-12,-0.934827195,0.053,0.2,5.50E-08,3,ANKRD44
INHBA,3.26E-12,1.181260918,0.167,0.049,5.52E-08,3,INHBA
SRGAP1,4.64E-12,-0.877500507,0.023,0.152,7.88E-08,3,SRGAP1
RETN.1,4.77E-12,1.153231432,0.303,0.133,8.09E-08,3,RETN
RGS18,5.38E-12,-0.789557055,0.013,0.132,9.14E-08,3,RGS18
RAB3B,8.89E-12,-0.919293112,0.553,0.71,1.51E-07,3,RAB3B
TREM1,9.89E-12,0.809834072,0.323,0.144,1.68E-07,3,TREM1
CD302,1.26E-11,-0.840586596,0.137,0.323,2.14E-07,3,CD302
TPI1,3.10E-11,0.600680319,0.673,0.572,5.26E-07,3,TPI1
PNISR,3.13E-11,-0.778821342,0.26,0.466,5.31E-07,3,PNISR
RGS10.1,3.55E-11,-0.788587941,0.407,0.582,6.02E-07,3,RGS10
EBI3.1,3.57E-11,-0.814770197,0.007,0.108,6.06E-07,3,EBI3
AKAP13,4.20E-11,-0.799628573,0.14,0.327,7.12E-07,3,AKAP13
METTL7A,4.49E-11,-0.945841435,0.057,0.202,7.62E-07,3,METTL7A
CCL20,4.50E-11,1.481877632,0.22,0.094,7.64E-07,3,CCL20
LY6E,4.74E-11,0.881408904,0.503,0.35,8.05E-07,3,LY6E
STK17B,7.49E-11,-0.986773624,0.103,0.267,1.27E-06,3,STK17B
STK4.1,1.49E-10,-0.79842129,0.11,0.279,2.52E-06,3,STK4
BNIP3,2.20E-10,0.864702103,0.17,0.068,3.74E-06,3,BNIP3
RASSF4.1,2.23E-10,-0.843032645,0.107,0.266,3.79E-06,3,RASSF4
PPARG,2.27E-10,0.518151102,0.137,0.033,3.85E-06,3,PPARG
CFP,2.34E-10,-0.780931919,0.03,0.146,3.98E-06,3,CFP
IDO1.1,2.40E-10,-1.440641645,0.093,0.244,4.08E-06,3,IDO1
F13A1,3.25E-10,-0.961814889,0.037,0.163,5.52E-06,3,F13A1
NAP1L1.1,3.65E-10,-0.758828965,0.46,0.624,6.20E-06,3,NAP1L1
NOP53,4.77E-10,-0.74126521,0.313,0.493,8.09E-06,3,NOP53
CD44,4.78E-10,0.609259837,0.627,0.457,8.11E-06,3,CD44
CEBPB.1,5.36E-10,0.556415872,0.71,0.535,9.09E-06,3,CEBPB
SOD2,5.47E-10,0.818288267,0.61,0.473,9.28E-06,3,SOD2
UPP1,5.67E-10,0.665325869,0.423,0.251,9.62E-06,3,UPP1
CALM1.1,6.95E-10,0.591495339,0.72,0.585,1.18E-05,3,CALM1
MEF2C,7.48E-10,-0.960184027,0.16,0.327,1.27E-05,3,MEF2C
TGM2,7.96E-10,0.659172012,0.19,0.067,1.35E-05,3,TGM2
NMNAT3.1,9.53E-10,-1.146070632,0.293,0.442,1.62E-05,3,NMNAT3
CIITA.1,1.03E-09,-0.832608765,0.047,0.175,1.75E-05,3,CIITA
IL13RA1,1.43E-09,-0.69676344,0.137,0.304,2.44E-05,3,IL13RA1
EMP1,1.79E-09,0.660614413,0.243,0.101,3.04E-05,3,EMP1
ELOC,1.83E-09,0.626543689,0.427,0.321,3.11E-05,3,ELOC
CXCL3,1.90E-09,1.038506476,0.257,0.112,3.22E-05,3,CXCL3
HK2,1.99E-09,0.649676189,0.22,0.086,3.38E-05,3,HK2
EIF3L,2.30E-09,-0.712716709,0.2,0.356,3.91E-05,3,EIF3L
HMGN3.1,2.84E-09,-0.715740764,0.3,0.46,4.81E-05,3,HMGN3
SMAP2,3.60E-09,-0.691226657,0.163,0.332,6.11E-05,3,SMAP2
ACP5.1,4.01E-09,0.562000655,0.423,0.245,6.80E-05,3,ACP5
CTRB1,4.54E-09,-1.641845565,0.07,0.202,7.70E-05,3,CTRB1
HLA-DMB.1,5.42E-09,-0.649314234,0.313,0.489,9.20E-05,3,HLA-DMB
APLP2,5.43E-09,0.489261033,0.67,0.508,9.22E-05,3,APLP2
HCLS1,6.03E-09,-0.652799443,0.267,0.451,0.000102303,3,HCLS1
CSTA.1,8.24E-09,-0.800606443,0.393,0.528,0.000139835,3,CSTA
SLC2A3.1,9.29E-09,0.753553648,0.393,0.231,0.000157616,3,SLC2A3
AREG,1.09E-08,-1.701190529,0.17,0.279,0.000184715,3,AREG
GDI2,1.30E-08,-0.666667258,0.24,0.397,0.000220488,3,GDI2
SNAP23,1.38E-08,-0.556201836,0.083,0.221,0.000234895,3,SNAP23
TSC22D3,1.54E-08,-0.727247266,0.453,0.57,0.000261078,3,TSC22D3
P4HA1,1.72E-08,0.583825741,0.213,0.095,0.000292426,3,P4HA1
CXCL2,1.72E-08,0.959879228,0.283,0.156,0.000292558,3,CXCL2
SNX10,1.74E-08,0.688391203,0.413,0.268,0.000295932,3,SNX10
NAAA,1.80E-08,-0.668278707,0.033,0.142,0.000304759,3,NAAA
FYB1,1.92E-08,-0.798136167,0.29,0.419,0.000325621,3,FYB1
FCGR3A.1,2.01E-08,0.441799655,0.527,0.345,0.000340998,3,FCGR3A
DUSP22,2.05E-08,-0.489840526,0.027,0.129,0.000347417,3,DUSP22
BRI3,2.33E-08,0.61331218,0.517,0.352,0.000395475,3,BRI3
FOXP1,2.34E-08,-0.704558252,0.113,0.262,0.00039693,3,FOXP1
LPL,2.39E-08,0.724468178,0.167,0.058,0.000405821,3,LPL
PLA2G7,3.01E-08,0.621005108,0.257,0.119,0.000510698,3,PLA2G7
CST7.1,4.02E-08,-0.940578313,0.057,0.167,0.00068305,3,CST7
ARGLU1,4.58E-08,-0.357244589,0.157,0.309,0.000776528,3,ARGLU1
PKIB.1,5.20E-08,-0.712963991,0.043,0.153,0.000883198,3,PKIB
MGST3.1,5.68E-08,0.546098383,0.49,0.375,0.000964441,3,MGST3
HLA-DOA.1,5.71E-08,-0.430511288,0.047,0.153,0.000969349,3,HLA-DOA
FAM118A,6.52E-08,-0.740564442,0.04,0.146,0.001106701,3,FAM118A
MGST2,7.27E-08,-0.604459947,0.167,0.323,0.001234145,3,MGST2
CNIH4,7.64E-08,0.592319032,0.327,0.187,0.00129691,3,CNIH4
GLIPR1,7.96E-08,-0.718780888,0.237,0.376,0.001350323,3,GLIPR1
GAPT,8.13E-08,-0.718394689,0.037,0.138,0.001379512,3,GAPT
CSF1R.1,1.01E-07,-0.704055968,0.183,0.304,0.001716495,3,CSF1R
CYP27A1,1.08E-07,0.858502122,0.23,0.116,0.001835893,3,CYP27A1
PRPF38B.1,1.16E-07,-0.658814343,0.227,0.392,0.001968381,3,PRPF38B
FN1,1.21E-07,0.491094128,0.467,0.297,0.002046526,3,FN1
SRGAP2B,1.25E-07,-0.841938218,0.14,0.262,0.00212647,3,SRGAP2B
NUDT16,1.48E-07,-0.686171486,0.087,0.211,0.002507309,3,NUDT16
PHLDA1,1.56E-07,0.537408658,0.283,0.145,0.00264659,3,PHLDA1
LIMD2,1.58E-07,-0.656934558,0.11,0.244,0.002687515,3,LIMD2
CALHM6,1.68E-07,-0.843250256,0.17,0.3,0.002849489,3,CALHM6
SCD,2.21E-07,0.635336131,0.177,0.072,0.003756099,3,SCD
FNBP1.1,2.23E-07,-0.667276111,0.11,0.231,0.00377795,3,FNBP1
GPR183.1,2.51E-07,-0.735811733,0.343,0.494,0.004263301,3,GPR183
C1QB.1,2.64E-07,-0.885570214,0.353,0.469,0.004486839,3,C1QB
ADAM28,2.79E-07,-0.73424071,0.063,0.173,0.004739993,3,ADAM28
ALDH2.1,2.83E-07,-0.549924213,0.317,0.468,0.004800699,3,ALDH2
CYSTM1,3.02E-07,0.487755588,0.43,0.294,0.005131157,3,CYSTM1
FILIP1L,3.11E-07,-0.69417218,0.04,0.141,0.005278127,3,FILIP1L
PIGN.1,3.36E-07,-0.92402455,0.247,0.389,0.005700604,3,PIGN
PLD3.1,3.69E-07,0.685171171,0.42,0.293,0.006260493,3,PLD3
PSMG2,4.15E-07,-0.629351824,0.167,0.311,0.007037784,3,PSMG2
MPEG1.1,4.32E-07,-0.721044109,0.07,0.173,0.00733322,3,MPEG1
WDR74,5.23E-07,-0.915419154,0.087,0.203,0.008876021,3,WDR74
TRABD,5.25E-07,-0.412462626,0.083,0.2,0.008912872,3,TRABD
NPL,5.26E-07,0.493286294,0.237,0.114,0.00893355,3,NPL
CAT,5.31E-07,-0.617579727,0.11,0.231,0.009013079,3,CAT
PAK1,5.36E-07,-0.49299564,0.08,0.2,0.009093069,3,PAK1
CALR.1,5.58E-07,0.524080207,0.617,0.503,0.009470063,3,CALR
AXL.1,5.90E-07,-0.681175878,0.06,0.16,0.010008969,3,AXL
GNAQ,7.03E-07,-0.640741748,0.177,0.323,0.011926399,3,GNAQ
MSR1.1,7.55E-07,0.601542619,0.433,0.278,0.012822307,3,MSR1
PTRHD1,8.19E-07,-0.363666251,0.113,0.239,0.013902054,3,PTRHD1
DAB2.1,8.37E-07,0.419380774,0.383,0.234,0.014211187,3,DAB2
NCF2,8.55E-07,0.604491131,0.38,0.24,0.014512456,3,NCF2
LPAR6.1,8.81E-07,-0.811322854,0.147,0.285,0.014949428,3,LPAR6
L2HGDH,9.57E-07,-0.719963643,0.267,0.381,0.016236301,3,L2HGDH
CLPS,1.03E-06,-1.389025566,0.077,0.189,0.01753558,3,CLPS
PDK4,1.09E-06,-0.636656305,0.09,0.209,0.018495768,3,PDK4
OGFRL1.1,1.17E-06,-0.73387938,0.15,0.28,0.019900642,3,OGFRL1
SLC25A5,1.38E-06,-0.384657583,0.323,0.484,0.023420562,3,SLC25A5
ROCK1,1.42E-06,-0.657597872,0.173,0.311,0.024029668,3,ROCK1
GPR34.1,1.43E-06,-0.79146151,0.103,0.218,0.024233824,3,GPR34
IFIT1,1.45E-06,0.703103396,0.187,0.082,0.024571219,3,IFIT1
PTPRC,1.73E-06,-0.572518891,0.323,0.477,0.029332118,3,PTPRC
NBPF10,1.83E-06,-0.381928635,0.103,0.225,0.031018669,3,NBPF10
SMARCA2,1.95E-06,-0.598180663,0.073,0.184,0.033092129,3,SMARCA2
FNDC3B,2.00E-06,0.539042253,0.263,0.151,0.03390213,3,FNDC3B
EIF4B,2.05E-06,-0.478690587,0.16,0.296,0.034719392,3,EIF4B
EIF3F,2.46E-06,-0.482321895,0.277,0.425,0.041831274,3,EIF3F
G0S2,2.47E-06,1.182876711,0.23,0.123,0.041925419,3,G0S2
PLP2,2.81E-06,0.56070881,0.367,0.248,0.047770511,3,PLP2
ABI3,2.85E-06,-0.389308074,0.083,0.191,0.048355231,3,ABI3
NABP1,3.13E-06,-0.733896702,0.68,0.783,0.053194837,3,NABP1
ANXA2,3.31E-06,0.395421068,0.783,0.682,0.056150565,3,ANXA2
FAM133B,3.57E-06,-0.454914409,0.2,0.337,0.060577114,3,FAM133B
HEXB.1,4.21E-06,0.523168932,0.453,0.336,0.071516792,3,HEXB
CAPZB,5.64E-06,-0.485893619,0.42,0.536,0.095713326,3,CAPZB
EIF3M,5.71E-06,-0.538503533,0.22,0.358,0.096990886,3,EIF3M
ARL5A,5.84E-06,-0.641019946,0.177,0.303,0.0991832,3,ARL5A
ARHGAP45,6.71E-06,-0.531010726,0.067,0.168,0.113829287,3,ARHGAP45
SERPINF1.1,7.06E-06,-0.630652108,0.113,0.226,0.119758225,3,SERPINF1
PMP22.1,8.04E-06,0.469414664,0.27,0.15,0.13650969,3,PMP22
COTL1.1,8.15E-06,-0.501861104,0.527,0.629,0.138363844,3,COTL1
SMIM14,8.55E-06,-0.481691466,0.087,0.195,0.145029015,3,SMIM14
ASAH1,9.07E-06,0.368337898,0.64,0.5,0.15397598,3,ASAH1
ITSN2.1,9.41E-06,-0.567546581,0.107,0.22,0.159643403,3,ITSN2
PRCP,1.04E-05,-0.292798018,0.107,0.208,0.176125794,3,PRCP
CCL5,1.13E-05,-0.577549694,0.32,0.438,0.192270326,3,CCL5
WASF2.1,1.22E-05,-0.578754755,0.173,0.301,0.20621485,3,WASF2
PKM,1.29E-05,0.414876532,0.65,0.529,0.218134814,3,PKM
BNIP3L,1.32E-05,0.463203656,0.417,0.302,0.224743095,3,BNIP3L
RGCC,1.33E-05,0.53484702,0.363,0.231,0.225976531,3,RGCC
SAMSN1,1.36E-05,-0.616395467,0.237,0.342,0.23113648,3,SAMSN1
TXN.1,1.47E-05,-0.648415856,0.73,0.589,0.248821721,3,TXN
MNDA,1.54E-05,-0.64767378,0.373,0.496,0.261647799,3,MNDA
FBXO48,1.78E-05,-0.490702936,0.237,0.356,0.30152656,3,FBXO48
THEMIS2,1.81E-05,-0.534460364,0.163,0.286,0.306967915,3,THEMIS2
AHR,2.26E-05,-0.664835323,0.087,0.187,0.383089998,3,AHR
SRSF5,2.29E-05,-0.541951084,0.347,0.47,0.38917816,3,SRSF5
HIGD2A,2.45E-05,-0.463099906,0.36,0.48,0.415364436,3,HIGD2A
CD4,2.65E-05,-0.587863316,0.17,0.29,0.450090993,3,CD4
IL18.1,2.67E-05,-0.558070007,0.123,0.234,0.452515264,3,IL18
SLC43A2,2.68E-05,-0.616916771,0.21,0.325,0.454338154,3,SLC43A2
ORMDL1,2.80E-05,-0.578065502,0.133,0.242,0.475187924,3,ORMDL1
SON,2.85E-05,-0.530642824,0.403,0.54,0.484194663,3,SON
IL4I1.1,2.97E-05,0.342589742,0.257,0.15,0.504518752,3,IL4I1
TCF25,3.19E-05,-0.427520952,0.213,0.343,0.540723987,3,TCF25
PAXX,3.33E-05,-0.379330619,0.127,0.239,0.565055587,3,PAXX
ENO1,3.53E-05,0.411313414,0.64,0.538,0.598477076,3,ENO1
MAN2B1,3.66E-05,-0.382979437,0.163,0.282,0.620391062,3,MAN2B1
CLNS1A.1,3.97E-05,-0.312381929,0.127,0.235,0.673278003,3,CLNS1A
GBP4,4.04E-05,-0.434001788,0.223,0.353,0.686363248,3,GBP4
VCAN.1,4.82E-05,0.500005845,0.38,0.252,0.817415664,3,VCAN
CCL4,4.94E-05,0.554441665,0.3,0.184,0.838785323,3,CCL4
CLEC5A,5.16E-05,0.474394336,0.25,0.143,0.875837764,3,CLEC5A
PRMT2.1,5.19E-05,-0.300075564,0.123,0.228,0.880829845,3,PRMT2
RHOG,5.71E-05,-0.430566481,0.29,0.413,0.968293509,3,RHOG
DUT,6.73E-05,-0.442132125,0.133,0.243,1,3,DUT
ATOX1,6.80E-05,0.508745178,0.493,0.38,1,3,ATOX1
NKTR,6.83E-05,-0.382190289,0.123,0.228,1,3,NKTR
LDHB,6.88E-05,-0.45397094,0.21,0.334,1,3,LDHB
SDCBP,7.83E-05,0.342533083,0.677,0.577,1,3,SDCBP
LAMP1,8.24E-05,0.387875627,0.433,0.308,1,3,LAMP1
DDX5,8.57E-05,-0.375685485,0.597,0.707,1,3,DDX5
NBPF14,8.73E-05,-0.253396666,0.157,0.26,1,3,NBPF14
RBMX,9.52E-05,-0.391710649,0.157,0.269,1,3,RBMX
ANXA1,0.00010633,0.41841462,0.67,0.566,1,3,ANXA1
ARL6IP5.1,0.00010746,-0.448829311,0.353,0.459,1,3,ARL6IP5
GSTK1,0.000120641,-0.49958452,0.293,0.396,1,3,GSTK1
BOLA2,0.000121976,0.434310829,0.347,0.246,1,3,BOLA2
ISCU.1,0.000140946,-0.511718303,0.22,0.331,1,3,ISCU
WAS,0.000141079,-0.406903902,0.12,0.22,1,3,WAS
GPCPD1,0.000146142,0.444275728,0.253,0.151,1,3,GPCPD1
VEGFA,0.000152478,0.493535029,0.26,0.156,1,3,VEGFA
RAB13,0.000182257,0.385484039,0.35,0.238,1,3,RAB13
HNMT,0.000197543,0.413845821,0.41,0.296,1,3,HNMT
ARF5,0.000207899,-0.480250877,0.25,0.364,1,3,ARF5
TWF2.1,0.000221743,-0.362780105,0.143,0.247,1,3,TWF2
EIF3E,0.000222752,-0.439223831,0.427,0.536,1,3,EIF3E
SCAF11.1,0.000236748,-0.496216887,0.24,0.357,1,3,SCAF11
RSRP1,0.000289549,-0.553069223,0.24,0.349,1,3,RSRP1
EIF3K,0.000403737,-0.437640494,0.413,0.526,1,3,EIF3K
AKAP9.1,0.000456194,-0.497881775,0.18,0.285,1,3,AKAP9
IGFLR1,0.000468689,-0.329111954,0.173,0.276,1,3,IGFLR1
TIMP2,0.000543489,0.380427333,0.39,0.277,1,3,TIMP2
AP1S2,0.000609117,-0.454765489,0.267,0.375,1,3,AP1S2
CCNI,0.000653859,-0.397190284,0.36,0.467,1,3,CCNI
NDUFS4,0.00065608,-0.336337566,0.17,0.271,1,3,NDUFS4
TAOK3,0.000702606,-0.457375857,0.177,0.278,1,3,TAOK3
EIF3G,0.000847073,-0.338856976,0.25,0.359,1,3,EIF3G
MARCKS.1,0.000944274,-0.405734853,0.31,0.416,1,3,MARCKS
CYBB,0.000982781,0.30611951,0.447,0.334,1,3,CYBB
HNRNPH1,0.001061329,-0.434516314,0.24,0.347,1,3,HNRNPH1
SRRM2,0.001128494,-0.453864362,0.263,0.37,1,3,SRRM2
GNAI2,0.00124974,-0.369705244,0.347,0.458,1,3,GNAI2
PGLS,0.001251622,-0.284249492,0.217,0.318,1,3,PGLS
PRRC2C,0.001346437,-0.322044408,0.257,0.363,1,3,PRRC2C
BLOC1S6.1,0.001696208,-0.460164069,0.243,0.344,1,3,BLOC1S6
SET,0.001998538,-0.310907479,0.293,0.399,1,3,SET
CALM3,0.002070366,0.353927736,0.45,0.347,1,3,CALM3
IFNGR1.1,0.002077416,-0.29795936,0.403,0.506,1,3,IFNGR1
MTDH,0.002533727,-0.350795829,0.303,0.408,1,3,MTDH
TYROBP,1.36E-46,-0.903064506,0.683,0.949,2.31E-42,0,TYROBP
NMNAT3.2,7.89E-42,1.766535539,0.54,0.397,1.34E-37,0,NMNAT3
COMMD6,3.66E-40,-0.826398439,0.253,0.658,6.21E-36,0,COMMD6
TOMM7,1.11E-36,-0.843795781,0.297,0.688,1.88E-32,0,TOMM7
CHCHD2,3.41E-35,-0.7541492,0.313,0.693,5.78E-31,0,CHCHD2
PIGN.2,3.46E-35,1.595698744,0.467,0.349,5.88E-31,0,PIGN
CSTA.2,8.22E-35,-1.180137629,0.187,0.566,1.40E-30,0,CSTA
COX8A,1.34E-34,-0.37178441,0.287,0.617,2.27E-30,0,COX8A
ATP6V0E1,1.44E-34,-0.711650627,0.323,0.703,2.44E-30,0,ATP6V0E1
ATP6V1F.1,4.23E-34,-0.711381746,0.32,0.69,7.18E-30,0,ATP6V1F
GABARAP,5.88E-34,-0.852436626,0.457,0.812,9.98E-30,0,GABARAP
SNX3,9.16E-33,-0.730819581,0.257,0.618,1.56E-28,0,SNX3
EEF1D,2.21E-32,-0.589795958,0.42,0.769,3.75E-28,0,EEF1D
SUMO2,3.04E-32,-0.45449483,0.373,0.71,5.17E-28,0,SUMO2
ARPC1B,6.81E-32,-0.611829037,0.317,0.675,1.16E-27,0,ARPC1B
EIF1,7.47E-32,-0.752803334,0.617,0.901,1.27E-27,0,EIF1
COX7B,1.31E-31,-0.553651883,0.32,0.658,2.23E-27,0,COX7B
NDUFA13,2.67E-31,-0.555632246,0.333,0.675,4.53E-27,0,NDUFA13
CD63.2,2.94E-31,-0.767617099,0.497,0.83,4.99E-27,0,CD63
COX7A2,3.43E-31,-0.771791272,0.293,0.653,5.82E-27,0,COX7A2
UQCRH,3.73E-31,-0.584491253,0.303,0.646,6.33E-27,0,UQCRH
SSR4,4.71E-31,-0.302975076,0.313,0.631,8.00E-27,0,SSR4
HMGB1,6.39E-31,0.303060498,0.547,0.739,1.08E-26,0,HMGB1
ATP5MG,7.01E-31,-0.631541319,0.453,0.793,1.19E-26,0,ATP5MG
CD68.1,9.73E-31,-1.363658284,0.167,0.517,1.65E-26,0,CD68
RHOA,1.11E-30,-0.540815692,0.303,0.648,1.88E-26,0,RHOA
ATP5PO,1.23E-30,-0.645854116,0.2,0.529,2.09E-26,0,ATP5PO
CFL1,1.58E-30,-0.716514379,0.56,0.866,2.68E-26,0,CFL1
OST4,3.14E-30,-0.463040142,0.39,0.725,5.33E-26,0,OST4
COX7C,3.95E-30,-0.323745683,0.567,0.863,6.70E-26,0,COX7C
NUCKS1.1,4.06E-30,0.611903559,0.303,0.421,6.88E-26,0,NUCKS1
TMEM258,4.75E-30,-0.515825475,0.243,0.567,8.05E-26,0,TMEM258
TSPO,6.31E-30,-0.626158551,0.31,0.652,1.07E-25,0,TSPO
CTSH.1,7.64E-30,-0.605797107,0.24,0.57,1.30E-25,0,CTSH
PSMA7,1.13E-29,-0.692508989,0.257,0.602,1.92E-25,0,PSMA7
RNASEK,1.14E-29,-0.916850539,0.287,0.644,1.93E-25,0,RNASEK
VAMP8,1.45E-29,-0.787641938,0.36,0.71,2.47E-25,0,VAMP8
